Date,Country,Buyer,Seller,Techno,Project size (MW),Tenor (years),Offtaker,Remarque,Source,Location,Technology Remark
2021-01-01,United States,Bunge,Direct Energy Renewable Services,Onshore Wind,,10,,"The electricity will cover the entire power demand of Bunge’s (US agribusiness and food company) Fort Worth, Texas oils packaging facility. The 10-year deal will also enable Bunge to receive the equivalent Renewable Energy Credits (RECs). Power will be sourced from an unnamed local wind park, with supplies slated to begin in August 2021.",Procurement Nation,Texas,
2021-01-01,Poland,Górazdze Cement S.A.,BayWa r.e.,Solar,64.6,10,Corporate,"Due for completion in the first half of 2021, the park, developed and built by BayWa r.e., is located near Witnica, close to the German border between Poznań and Berlin. Contractual counterpart of the virtual PPA is Górazdze Cement S.A., Polish subsidiary of the HeidelbergCement Group. Benchmark price set as PexaQuote's average PAP 10 years in December 2020 with COD 2022 and a liquidity premium added.",BayWa news,Witnica,
2021-01-01,France,Fnac Darty,Valeco,Onshore Wind,7.8,,Corporate,The wind park developped and owned by Valeco will sell the energy to Fnac Darty. Solvay Energy Services will handle the route to market and balancing.,Valeco News,Occitanie,
2021-01-01,United States,Verizon,Invenergy,Solar,525,15,,"The generation will come from three solar projects: one 250-MW project located in the MISO regional market, and two projects totaling 275 MW located in the PJM Interconnection regional market. All of the projects are expected to be operational by the end of 2023.",Solar Power World,,
2021-01-01,United States,Verizon,Lightsource BP,Solar,152.5,15,,"The facility, located in the PJM Interconnection regional market, is expected to be fully operational in late 2022.",Solar Power World,,
2021-01-01,United States,Verizon,EDF Renewables,Solar,92.5,15,,"The facility, located in the PJM Interconnection regional market, is expected to be fully operational in late 2022.",Solar Power World,,
2021-01-01,United States,Verizon,NextEra Energy Resources,Solar,75,15,,"The facility, located in the PJM Interconnection regional market, is expected to be fully operational in late 2023.",Solar Power World,,
2021-01-01,Spain,an electricity company on the Iberian Peninsula,Solaria,Solar,80,10,Utility,,,,
2021-01-01,United States,Celanese Corporation,Calpine Energy Solutions LLC,Solar,45,15,,US chemical and specialty materials maker Celanese Corporation will be adding 142 GWh of solar power annually to the electricity supply mix for its Clear Lake facility.,Renewables Now,Texas,
2021-01-01,Germany,Deutsche Bahn,Statkraft,Onshore Wind,35,1,Corporate,COD 2021. The green electricity comes from a portfolio of wind turbines with which Statkraft has concluded a purchase agreement for the period after the EEG subsidy has expired. Benchmark price was set as PexaQuote's average PAP 1 year month of December 2020 with COD 2022 with a liquidity premium added.,Deutsche Bahn news,,
2021-01-01,Germany,Deutsche Bahn,Getec,Onshore Wind,20,2,Corporate,"COD 2022. The company from Hanover will supply Deutsche Bahn with around 50 GWh of green electricity from a no longer subsidized wind farm near Cuxhaven from January 1, 2022. Benchmark price was set as PexaQuote's average PAP 2 years month of December 2020 with COD 2022 with a liquidity premium added.",Deutsche Bahn news,Cuxhaven,
2021-01-01,Spain,Danone,Iberdrola,Solar,590,10,Corporate,"April COD 2022. Danone España's suppliers, Graham Packaging and Salvesen Logística, have also joined the agreement. Benchmark price is derived from PexaQuote's Spanish PAP 10 years average of December 2020 with COD 2022 with an added liquidity premium.",Iberdrola News,Extremadura,
2021-01-01,Switzerland,Denner,Axpo,Solar,2.2,20,Corporate,"Axpo is teaming up with IWB Industrielle Werke Basel, a municipal energy provider, to build and run the 2.2-megawatt AlpinSolar plant. The project will be built on the walls of the Muttsee dam and become Switzerland’s largest alpine solar unit when ready in 2021.",Axpo news,Muttsee,
2021-01-01,Spain,a European energy group,Bruc Energy,Solar,110,10,Utility,"Bruc Energy has reached financial close for the 110MW Las Quinientas solar PV project in southern Spain, with the investor having also contracted out the bulk of the facility’s output to a European energy group under a 10-year PPA. Benchmark PPA price set as the average 10 year Spanish PAP solar of December 2020 with COD date 1 Jan 2022 from PexaQuote.",Energy Rev,Southern Spain,
2021-01-01,Spain,Shell Energy Europe,Solaria Energia,Solar,300,10,Utility,The electricity will be supplied from six solar projects that will have a combined installed capacity of 300 megawatts and produce around 570 gigawatt hours of electricity per year with throughout 2021. Benchmark PPA price set as the average 10 year Spanish PAP solar of December 2020 with COD date 1 Jan 2022 from PexaQuote.,Solaria News,,
2021-01-01,United States,Amazon and Arlington County,Dominion Energy,Solar,120,,,"The solar project is set to come online during the second half of 2022, at which point Amazon will purchase 82 MW. The county will buy the remaining 38 MW. ",PV Magazine,Virginia,
2021-01-01,Sweden,a major global energy company,Eolus Vind AB,Onshore Wind,68,,Utility,"Eolus has signed individual PPAs with a major global energy company for three wind power projects in Sweden that will be commissioned in the autumn of 2023 that total 68 MW. The wind farms have been sold to Commerz Real in an agreement that was made public on September 29th, 2020. The overall agreement with the major global energy company covers 100 % of the produced electricity volume in the wind farms Boarp (24 MW), Dållebo (26 MW) and Rosenskog (18 MW) in Southern Sweden.",Eolus News,Southern Sweden,
2021-01-01,United States,Allianz Global,Lightsource BP,Solar,153,,,"Briar Creek solar farm near Dallas, Texas, is set to come online at the end of 2021. Proxy generation PPA.",PV Tech,Texas,
2021-01-01,France,Enercoop,Valorem,Solar,5,30,Utility,COD summer 2021. Solar park on agricultural land. Benchmark price set as the average December 2020 PAP for 5 and 10 years extrapolated to 30 years with COD date 2022.,Valorem News,Dordogne,
2021-01-01,Great Britain,an undisclosed GB energy supplier,Downing Renewables & Infrastructure Trust,Solar,,,Utility,Downing LLP has signed a new power purchase agreement (PPA) for two of its solar farms in Devon.,Renewables Now,Devon,
2021-01-01,United States,unknown,EDP Renewables,Solar,275,15,,"Through its local subsidiary EDP Renewables North America LLC, the company will sell the output of two solar photovoltaic (PV) plants that are expected to start operations in 2023.",Renewables Now,Mississippi and Indiana,
2020-12-01,Spain,Holaluz,Enerparc,Solar,85,10,Utility,23 solar PV projects between 2-5MW totalling 85MW. COD 2025 or sooner. Benchmark price based on PAP 10 years average for the month of November 2020 with COD date 2023.,Enerparc News,The Baleares,
2020-12-01,United States,BASF,EDF Renewables,Solar,55,,,German chemicals producer BASF (ETR:BAS) will buy the output of a 55-MW portion from EDF Renewables North America’s up to 345-MW Space City solar project in Texas with COD summer 2022.,Renewables Now,Texas,
2020-12-01,Sweden,Martin & Servera,Alight,Solar,18,15,Corporate,"The Stockholm-based company has secured a 15-year power purchase agreement for the project with Swedish restaurant and catering specialist Martin & Servera. The plant, which is set to begin operation in spring of 2022, will cover around 40% of the company's electricity demand. ",PV Magazine,Skurup,
2020-12-01,Belgium,Ineos,RWE Supply & Trading,Offshore Wind,198,10,Corporate,"Under the terms of the ten-year agreement set to begin in 2021, Ineos will purchase 198 gigawatthours  of green electricity per year from RWE, which will be generated by the Northwester 2 wind farm in the Belgian North Sea. The wind farm is located off the coast of Zeebrugge and is operated by the Belgian company Parkwind. The PPA represents around 25% of the electricity generated by Northwester 2. ",RWE website,Belgian North Sea,
2020-12-01,United States,Lowe's,Swift Current Energy,Solar,250,12,Corporate,"COD 2023. The 12-year contract is for electricity generated by the Black Diamond solar project in Illinois, which will have a total capacity of 593 MW. The project, located in Christian County, will include over one million solar panels.",Renewables Now,Illinois,
2020-12-01,United States,Northern Indiana Public Service Company,Clean Energy Infrastructure,Solar,280,,,"The Gibson Solar project is one of 19 projects that Capital Dynamics acquired from Tenaska in November 2018 and April 2019, and is located on approximately 2,400 acres in southern Indiana. The project is currently in the development stage with construction expected to start in 2022 and commercial operation anticipated in 2023.",Solar Power World,Indiana,
2020-12-01,Sweden,Amazon,BP,Onshore Wind,275,,Corporate,COD 2022,BP news,,
2020-12-01,Great Britain,Amazon,BP,Onshore Wind,129,,Corporate,COD 2022. Two new wind projects,BP news,Scotland,
2020-12-01,Finland,"Heineken, Royal Philips, Signify, Nouryon",Neoen,Onshore Wind,126,10,Corporate,"VPP. The companies joined forces and formed a consortium to support the development of 35 wind turbines in the Mutkalampi municipality in Finland, which is scheduled for completion in 2023. The virtual PPA covers an expected output volume of 330 GWh per year. Benchmark price determined as 10 year average PAP of November 2020 plus a liquidity premium.",Schneider electric,Mutkalampi,
2020-12-01,Italy,Amazon,Engie,Solar,66,15,Corporate,,,,
2020-12-01,France,Amazon,Engie,Solar,15,15,Corporate,,,,
2020-12-01,Germany,Amazon,Orsted,Offshore Wind,250,10,Corporate,"Amazon, the technology company based in Seattle, Washington, has signed a 10-year corporate power purchase agreement with Ørsted, the world-leader in offshore wind, to offtake the output of 250MW from Ørsted's planned 900MW Borkum Riffgrund 3 offshore wind farm in Germany. Benchmark price determined as 10 year PAP average offshore wind for November 2020 plus a liquidity premium.",Orsted News,,
2020-12-01,United States,Amazon,Engie,Onshore Wind,569,,Corporate,"Amazon’s new renewable energy solar and wind projects with ENGIE represent 569 MW in Delaware, Kansas, North Carolina, Ohio and Virginia. Projects are expected to reach commercial operation in 2021 through 2022.",Engie news,"Delaware, Kansas, North Carolina, Ohio and Virginia",Wind and Solar
2020-12-01,Spain,Imagina Energia,Engie,Solar,,10,Utility,COD 2021,PV Magazine,,
2020-12-01,Great Britain,EY,Lightsource BP,Solar,20,10,Corporate,"Over the term of the PPA, the renewable energy delivered by the Lightsource BP plant will mean that nearly 100% of all electricity that EY purchases direct from energy providers will be counted as zero-carbon solar power. Benchmark price determined as the average PAP PPA price 10 years of November 2020 with a start date of January 2021 plus a liquidity premium added.",Energy Rev,South of England,
2020-12-01,Finland,Centrica,Taaleri Energia,Onshore Wind,312,5,Utility,A five-year PPA under which Centrica will off-take Taaleri’s power production across 13 sites.,Centrica News,,Wind and Solar
2020-12-01,United States,McDonalds,Apex Clean Energy,Onshore Wind,200,,Corporate,,,,
2020-12-01,United States,McDonalds,Apex Clean Energy,Onshore Wind,126,,Corporate,,,,
2020-12-01,United States,Valley Clean Energy,ReneSola Ltd ,Solar,20,20,,"ReneSola will add 20 megawatts (MW) of solar power and 6.5 MW/26 MWh (4-hour) of battery energy storage to the Northern California grid, which will serve Valley Clean Energy's customers. COD Q3 2022",Yahoo Finance,California,
2020-12-01,Denmark,Lundbeck,Better Energy,Solar,34,7,Corporate,The electricity will be generated at a solar park which is built and financed through the PPA that runs for seven years.,Better Energy News,,
2020-11-01,United States,Dominion Energy Virginia,Savion LLC,Solar,75,,,"The Wythe County Solar Project is expected to begin construction in mid-2021, with commercial operation targeted to commence by the end of 2022. ",Solar Industry,Virginia,
2020-11-01,United States,AT&T,Invenergy LLC,Solar,500,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,Honda,Invenergy LLC,Solar,200,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,McDonald's,Invenergy LLC,Solar,160,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,Google,Invenergy LLC,Solar,100,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,The Home Depot,Invenergy LLC,Solar,50,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,City of Bryan,Invenergy LLC,Solar,150,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,City of Denton,Invenergy LLC,Solar,75,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,United States,City of Garaland,Invenergy LLC,Solar,25,,Corporate,COD 2023,Renewables Now,Texas,
2020-11-01,Spain,Novartis,Acciona,Solar,135,10,Corporate,"Acciona is building a 125MW plant in Almendralejo, in Badajoz, and an 85.7MW plant in Valencia, both of which will supply Novartis under the two PPAs. The 125MW solar plant is due online in the fourth quarter of 2022, while the Valencian Community plant will be operational in the first quarter of 2023. Benchmark price based on PAP average of October 2020 for 10 years with COD 2022 and liquidity premium added.",Renewables Now,,
2020-11-01,Spain,Novartis,EDP Renewables,Solar,63,15,Corporate,"The portfolio comprises a 36 MW wind farm project and a 26,8 MW solar power plant, that are expected to be installed in 2022/23.",Renewables Now,,Wind and Solar
2020-11-01,Spain,Novartis,Enel Green Power,Onshore Wind,79,10,Corporate,COD 2023. Benchmark price based on PAP 10 years onshore wind average of October 2020 with a liquidity premium added with COD 2022.,Renewables Now,,
2020-11-01,Germany,Deutsche Bahn,Enerparc,Solar,80,30,Corporate,"COD 2021. Benchmark price determined based on a COD date of 1 January 2021, PAP structure for 10 years monthly average of October 2020 with liquidity premium added.",Deutsche Bahn news,,
2020-11-01,Germany,Deutsche Bahn,RWE,Offshore Wind,65,15,Corporate,COD 2024. Benchmark price for 15 years PAP COD 2025 October average with a liquidity premium added.,Deutsche Bahn news,,
2020-11-01,Germany,Deutsche Bahn,Verbund AG,Hydro,50,5,Corporate,,,,
2020-11-01,United States,Arizona Public Service Company (APS),Leeward Renewable Energy,Onshore Wind,200,,,Arizona Public Service Company (APS) signed a power purchase agreement with Leeward Renewable Energy for 200 megawatts of wind energy from its two New Mexican Aragonne Wind facilities.,Daily Energy Insider,Arizona,
2020-11-01,Great Britain,City of London,Voltalia,Solar,49.9,15,Corporate,Benchmark price standard solar average PAP for October 2020 for 15 years with a liquidity premium added,Voltalia News,,
2020-11-01,Spain,Bayer AG,Iberdrola SA,Solar,590,10,Corporate,"COD 2022. Benchmark price based on a standard average PAP 10 years for October with a liquidity premium added. The two companies signed a ten-year power purchase agreement (PPA) under which Bayer secured the supply of electricity for its three factories, five research and development centres and the company’s Iberian headquarters in Spain.",Renewables Now,Extremadura,
2020-11-01,United States,Nucor Corporation,EDF,Solar,250,15,Corporate,COD 2023. EDF Renewables North America has penned a 15-year virtual power purchase agreement with US steel manufacturer Nucor Corporation for 250MW of new solar energy in Texas.,PV Tech,Texas,
2020-11-01,United States,Google,Origis Energy,Solar,100,,,,,,
2020-11-01,United States,Energy Transfer LP,Recurrent Energy LLC,Solar,28,15,,,,,
2020-11-01,Germany,N/A,Luxcara,Solar,172,,N/A,COD 2021. Luxcara has acquired a 172MW solar PV project in northern Germany from developer Belectric.,Energy Rev,Mecklenburg-Western Pomerania,
2020-11-01,France,Decathlon,Voltalia,Solar,16,,Corporate,"COD 2023. Production is estimated to be 26 gigawatt hours per year, supplying around 15% of DECATHLON’s annual electricity consumption in France.",Voltalia News,South East,
2020-10-01,United States,Pedernales Electric Cooperative,EDF Renewables North America,Onshore Wind,100,15,, The King Creek project expects to begin delivering clean electricity in Q4 2021.,Wind Power Engineering,Texas,
2020-10-01,United States,AEP Energy Partners,Savion,Solar,200,,,Atlanta Farms Solar Project COD 2022,Solar Industry Mag,Ohio,
2020-10-01,Spain,Statkraft,BayWa r.e,Solar,41.7,10,Utility,Starting in 2021,Statkraft News,"Tordesillas, Central Spain",
2020-10-01,Belgium,Borealis,Eneco,Offshore Wind,235,10,Corporate,"Borealis has signed a long-term power purchase agreement (PPA) with Eneco to source renewable electricity from Mermaid. The agreement entails the purchase and supply of over 1 000 gigawatt hours (GWh) of wind power over the next decade, with delivery to begin in January 2021.",Borealis News,North Sea,
2020-10-01,Spain,Axpo,EKZ Renewables,Solar,49,,Utility,"EKZ Renewables AG and Axpo Iberia has signed an agreement to commercialise around 90 GWh p.a. of electricity generated by the solar plant «Algibicos» in Murcia, Spain. Commissioning is planned for end of 2020. Pexapark advised this deal.",EKZ news,Murcia,
2020-10-01,United States,Home Depot,Enel Green Power North America,Solar,75,,,"Located west of the Dallas-Fort Worth area in Haskell County, Texas, the Azure Sky solar + storage project comprises a 284 MW PV facility paired with an 81 MW battery and is expected to be operational by summer 2021.",Solar Builder,Texas,
2020-10-01,United States,,EDPR,Solar,100,15,,"EDP Renewables North America LLC, has closed a 15-year Power Purchase Agreement (PPA) to sell the energy produced by two solar PV plants totalling approximately 100 MW. The projects are located in the U.S. state of Ohio and are expected to commence operations in 2022.",EDPR News,Ohio,
2020-10-01,Germany,Freudenberg,Enovos,Solar,10,,Corporate,Energy company Enovos has signed a power purchase agreement (PPA) to supply 150 GWh to the services division of German industrial and technology group Freudenberg.,PV Magazine,Bavaria and Mecklenburg-Western Pomerania,
2020-10-01,Portugal,N/A,NextEnergy Capital ,Solar,17.4,10,N/A,The scheme is set to be commissioned in Q3 2021 and will sell power to an undisclosed offtaker under a 10-year PPA. Benchmark PPA price determined based on a 10-year PAP PexaQuote average price of September 2020.,Energy Rev,,
2020-10-01,United States,,Sunpin Solar,Solar,98,,,"California-based developer Sunpin Solar announced a PPA with an investment grade offtaker for the full output of the Titan Solar 1 Power Plant, which began construction in January 2020. The PPA covers the full 98-MWdc/70-MWac capacity of the solar project and will serve to meet California’s renewable portfolio standard requirements once it has reached commercial operation at the end of this year.",Solar Power World,California,
2020-10-01,Spain,Fortia Energia,Statkraft,Onshore Wind,93,,Utility,The agreement runs through 2029 and will supply companies mainly located in Andalusia and Catalonia.,Renews,Castilla y Leon,
2020-10-01,Germany,Freudenberg Service KG ,Enovos,Solar,10,10,Corporate,,,,
2020-10-01,United States,Kona Brewing,EnsSync,Solar,0.34,20,,Will see the installation of a rooftop system at the company's new headquarters in early 2019.,PV Magazine,Hawaii,
2020-09-01,United States,Energy New England (ENE),D. E. Shaw Renewable Investments (DESRI),Solar,50,25,,"The Gravel Pit Solar III project is slated to begin operating in early 2023 and ENE's customers have signed an agreement with the project with a 25-year term. Gravel Pit Solar III, a proposed portfolio of solar projects DESRI is planning for sites under consideration in western Connecticut, Massachusetts, and New Hampshire, would be an extension of the proposed Gravel Pit Solar project in East Windsor, Conn.",PR Newswire,Connecticut,
2020-09-01,Spain,Total Gas & Power Limited,Total,Solar,,,Utility,,,,
2020-09-01,Spain,Makro,Iberdrola,Solar,6,15,Corporate,"Iberdrola will supply renewable power for a period of 15 years from on-site self-consumption solar photovoltaic (PV) arrays located on the roofs of ten MAKRO shopping centres. Benchmark price determined based on a COD date of 1 January 2021, PAP structure for 15 years monthly average of August with a premium added for liquidity.",Renewables Now,,
2020-09-01,United States,EDF Renewables,CleanPowerSF,Battery,,,,EDF Renewables North America signed a storage contract with CleanPowerSF as an expansion to the previously announced 20-year solar power purchase agreement (PPA). The 100-MW Maverick 6 Solar Project will now be coupled with a 200-MWh battery storage system.,Renewables Now,California,
2020-09-01,Great Britain,Limejump Ltd,Muirhall Energy Ltd and WWS Development LLP,Onshore Wind,46,,Utility,COD 2020. Crossdykes wind farm is subsidy-free using a Merchant PPA framework.,Renewables Now,Scotland,
2020-09-01,United States,Maine Public Utilities Commission,BNRG & Dirigo Solar,Solar,,20,,2 plants with COD 2023.,Renewables Now,Maine,
2020-09-01,Finland,Gasum,ABO Wind,Onshore Wind,40,10,Corporate,COD 2023,Gasum news,Kestilän Kokkoneva,
2020-09-01,Spain,Axpo,Solaria Energia,Solar,150,10,Utility,"Benchmark price determined based on a COD date of 1 January 2021, PAP structure for 10 years monthly average of August.",Axpo news,,
2020-09-01,Spain,Alpiq,Himin-Solaer consortium,Solar,50,10,Utility,"COD 2021. Benchmark price determined based on a COD date of 1 January 2021, PAP structure for 10 years monthly average of August.",Alpiq news,Zaragoza,
2020-09-01,Belgium,Ineos,Engie,Offshore Wind,84,10,Corporate,"COD 2021. NEOS plans to use the electricity at various production sites in Belgium. At a later stage, it will also be used to power INEOS's Project ONE complex in Antwerp, which was announced in 2018 and is currently under construction.",Engie news,"North Sea, 23 km from the coast of Zeebrugge",
2020-09-01,United States,Colorado Springs,Juwi AG,Solar,175,17,,"The US unit of German developer and EPC provider juwi has inked a power purchase agreement (PPA) with Colorado Springs Utilities for a 175MW solar project coupled with a 25MW battery storage system. Located in El Paso County, Colorado, and slated for completion in 2023.",Renewables Now,Colorado,
2020-09-01,United States,L3Harris Technologies,Lightsource BP,Solar,100,,,"The deal will enable Lightsource BP to finance and construct the Elm Branch solar project, which is scheduled to break ground later this year and begin operations in the second half of 2021. Harris, which selected Lightsource BP following a competitive procurement process, will receive renewable energy certificates from the solar project as it looks to reduce its greenhouse gas emissions by nearly 30% by 2026.",Renewables Now,Texas,
2020-09-01,United States,Upper Peninsula Power Company (UPPCO) ,Circle Power,Onshore Wind,40,,,COD 2023.,RENEWS.BIZ,Michigan,
2020-09-01,United States,Anthem,SunEnergy1,Solar,20,15,,COD late 2020.,Renewables Now,Virginia,
2020-09-01,United States,Central Iowa Power Cooperative (CIPCO),RPM Access LLC (RPMA),Onshore Wind,54,20,,COD 2021. The 20-year power purchase agreement (PPA) is tied to the 19-turbine Independence wind farm that is currently being built near the town of Ryan in Delaware County. The contract covers the provision of both power and renewable energy credits.,Renewables Now,Iowa,
2020-09-01,United States,Henkel,Orsted,Onshore Wind,68,10,,"Henkel’s VPPA in the US is connected to a new wind power project, which is being developed by energy provider Ørsted. With an overall production of around 600,000 MWh per year, the wind farm is scheduled to be connected to the grid in early 2022. Henkel’s agreement comprises half of the wind farm’s electricity capacity at fixed terms over a period of more than 10 years.",Renewables Now,Texas,
2020-09-01,Portugal,Holaluz,Wirtgen Invest,Solar,97,,Utility,Start of contract 2021. 4 solar assets. Advised by Pexapark.,Holaluz Press Release,,
2020-08-01,United States,Google,Candela,Solar,140,,,Candela will develop a new project as part of the deal. Part of googles 1600MW package encompassing 18 deals,Solar Power World,Texas,
2020-08-01,United States,Verizon,First Solar,Solar,296,15,,Virtual PPA. two solar facilities that are under development in the PJM Interconnection regional market and that First Solar intends to power using its lowest carbon footprint solar modules. commercial operations late 2022.,Solar Power World,Texas,
2020-08-01,Germany,Naturstrom AG,Statkraft,Solar,50,11,Utility,COD 2020,Statkraft press release,,
2020-08-01,Ireland,Amazon,JV Invis Energy,Onshore Wind,115,,Corporate,COD 2022. Power from the wind farm will support Amazon’s data centres in the country. Ardderroo is the third wind farm the web company has signed a PPA with in Ireland after the Meenbog and Esk projects.,Renews,County Galway,
2020-08-01,United States,Digital Realty,Pattern Energy Group,Solar,65,12,,Pheonix Solar Plant currently under construction in Fannin County using First Solar Series 6 modules. Opeartional in mid-2021.,Renewables Now,Texas,
2020-08-01,United States,Puget Sound Energy,Avangrid Renewables,Onshore Wind,200,,,Will see the construction of the Golden Hills Wind Farm in Sherman County. Operational by late 2021.,Renewable Now,Oregon,
2020-08-01,Great Britain,Danske Commodities,Equinor (50%) and SSE Renewables (50%) ,Offshore Wind,480,15,Utility,"COD 2023. The Dogger Bank wind farm consists of three phases; Dogger Bank A, Dogger Bank B and Dogger Bank C. Each phase accounts for 1.2 GW of the farm’s total capacity of 3.6 GW. Danske Commodities will offtake power from the first two phases, Dogger Bank A and Dogger Bank B.",Danske Commodities News,130 km off the coast of Yorkshire in the UK,
2020-08-01,Lithuania,Eesti Energia,E Energija,Onshore Wind,69,10,Utility,"COD 2022. GE will take a 20% stake in the project after co-funding the project, and also provide operations and maintenance services for 25 years.",Renewables Now,,
2020-08-01,United States,Marin Clean Energy,Renewable Properties,Solar,3,20,,"Will see the construction of a project in Silveria Range, Marin County.",Renewables Now,California,
2020-08-01,Germany,EWE Trading,Maxsolar,Solar,8.1,5,Utility,COD 2020,PV Magazine,Burhafe,
2020-08-01,Ireland,Facebook,Brookfield Renewable Partners,Onshore Wind,28.8,,Corporate,COD 2022,Energy Rev,County Tipperary,
2020-08-01,Germany,Bosch,Statkraft,Solar,47,12,Corporate,COD 2020,Renewables Now,Bavaria,
2020-08-01,Germany,Bosch,Vattenfall,Solar,10,12,Corporate,COD 2021,Renewables Now,Mecklenburg-Western Pomerania,
2020-08-01,Germany,Bosch,RWE Supply and Trading,Solar,50,16,Corporate,COD 2020,Renewables Now,Southern Germany,
2020-08-01,United States,Facebook,Apex Clean Energy,Onshore Wind,170,,,"Will see the constuction of the Licoln Land Wind Project in Morgan County, expected to be operational in 2021.",Renewables Now,Illinoia,
2020-07-01,United States,Henderson Municipal Power and Light,Community Energy,Solar,50,20,,"Will see the construction of a new solar park in Western Kentucky, operational by the end of 2023.",Renewables Now,Kentucky,
2020-07-01,Spain,SABIC,Iberdrola,Solar,100,25,Corporate,"The park will feature 263,000 solar modules installed on the grounds of SABIC’s production facility in La Aljorra in the Spanish region of Murcia. The EUR-70-million (USD 82.2m) project will be the world’s largest on-site solar self-generation scheme.",Renewables Now,La Aljorra,
2020-07-01,United States,NV energy,EDF Renewable North America,Solar,200,22,,"Chuckwhalla Project located in Clark County, Nevada. Online by end of 2023",Solar Power World,Nevada,"200 solar, 180 storage"
2020-07-01,Spain,Air Liquide,Engie,Onshore Wind,,10,Corporate,COD 2021,Air Liquide news,Andalusia,
2020-07-01,Germany,Enovos Deutschland GmbH,Solar-Konzept,Solar,10,10,Utility,Enovos will get half of the power plant’s output of 20MW for 10 years. ,Renewables Now,Bavaria,
2020-07-01,United States,Applied Materials,Apex Clean Energy,Onshore Wind,50,,,Will take 10% of the currently under construction 500MW White Mesa poject. Operational in 2021.,Renewables Now,Texas,
2020-07-01,Sweden,Ball Corporation,Falck Renewables,Onshore Wind,74.1,10,Corporate,"A Corporate Virtual Power Purchase Agreement (VPPA) between Falck Renewables subsidiary Brattmyrliden Vind AB – owning a wind farm under construction in Sweden – and Ball Corporation, the global aluminum packaging provider.",Falck Renewables website,,
2020-07-01,United States,Microsoft,Sol Systems,Solar,500,,,Largest ever PPA in US. Wil comprise various projects across US,Solar Power World,various,
2020-07-01,United States,Gainsville Regional Utilities,Oris Energy,Solar,50,,,Will see the construction of FL Solar 6 park in Alachua County. Operational by the end of 2022.,Renewables Now,Florida,"50 Solar, 12 storage"
2020-07-01,Spain,Shell,Enerparc,Solar,25,10,Utility,"Output to be sold on a pay-as-produced basis. The two solar plants from which power has been contracted are located in Sangonera and Olivares in Murcia, are understood to have been commissioned earlier in 2020.  ",Energy Rev,Murcia,
2020-07-01,France,Orange,Boralex,Onshore Wind,39,5,Corporate,Contract start date: 2021 for Ally-Mercoeur wind farm,Boralex news site,Auvergne Rhône-Alpes region,
2020-07-01,Great Britain,Statkraft,SSE plc,Offshore Wind,570,20,Utility,,,,
2020-07-01,Germany,Statkraft,Anumar,Solar,50,11,Utility,,,,
2020-07-01,Finland,Borealis,Ilmatar Energy,Onshore Wind,20,10,Corporate,,,,
2020-07-01,United States,AEP Energy,Copenhagen Infrastructure Partners,Onshore Wind,400,,,Will see the consturction of the Panther Grove Wind Energy Facility in Woodford County. Expeted to be operational in late 2022.,Renewables Now,Illionois,
2020-06-01,United States,Bank of America,Duke Energy,Solar,25,10,,Project located in Piedmont region of NC. Online in 2022,Solar Power World,North Carolina,
2020-06-01,United States,Univeristy of Pittsburgh,LandLease,Solar,20,20,,Will see a new project built in Allegheny County beginning in 2022 and operational by 2023.,Pittsburgh University Times,Pennsylvania,
2020-06-01,Finland,K Group,Wpd,Onshore Wind,,15,Corporate,"For a period of 15 years, K Group will purchase well over 40 GWh of green electricity annually from the Finnish wpd farm.",Renewables Now,,
2020-06-01,United States,Dow Inc.,First Solar,Solar,200,15,,"Dow has agreed to purchase 75% of the annual electricity generation from the upcoming 200MW Horizon Solar Porject in Frico County, Texas. Will use First Solar's Series 6 panels",PV Magazine,Texas,
2020-06-01,France,SNCF,RES,Solar,40,15,Corporate,,,,
2020-06-01,United States,Monterey Bay Community Power,NextEra Energy Yellow Pine Energy Centre,Solar,75,20,,"Signed under Community Choice Energy, a partnership between Silicon Valley Clean Energy and Monterey Bay Community Power. Online in Decemeber 2022. Location Clark County, Nevada",Silicon Valley Power Wesbiste,California,"75 solar, 39 storage"
2020-06-01,United States,Silicon Valley Clean Energy,NextEra Energy Yellow Pine Energy Centre,Solar,50,20,,"Signed under Community Choice Energy, a partnership between Silicon Valley Clean Energy and Monterey Bay Community Power. Online in Decemeber 2022. Location Clark County, Nevada",Silicon Valley Power Wesbiste,California,"50 solar, 26 storage"
2020-06-01,United States,Community Choice Energy,8Minute Solar Energy,Solar,200,15,,Partnership between Silicon Valley Clean Energy and Monterrey Bay Community Power. Aratina Solar Centre in Kern County. Scheduled online by end of 2023,Silicon Valley Power Wesbiste,California,"200 solar, 50 storage"
2020-06-01,United States,Basin Electric Power Cooperative,Clenera Renewable Energy,Solar,150,,,"Will see the contruction of two 75 MW projects in Southeastern Montana, which will be known as the Cabin Creek Solar Project. Operational in 2023.",Basin Electric,Montana,
